"Date","Baseline","SevenDayAverage"
2020-12-23,307.149091556822,354.80228001425
2020-12-24,305.177235482722,357.760064125401
2020-12-25,303.205379408621,370.248485928037
2020-12-26,301.397844674029,378.464552903456
2020-12-27,299.590309939437,379.231385821161
2020-12-28,297.782775204845,379.998218738867
2020-12-29,296.057401140007,380.765051656573
2020-12-30,294.332027075169,381.175855005344
2020-12-31,294.496348414678,381.586658354115
2021-01-01,294.660669754186,388.652475952975
2021-01-02,294.824991093694,390.13136800855
2021-01-03,294.660669754186,391.610260064125
2021-01-04,294.496348414678,388.570315283221
2021-01-05,294.332027075169,385.530370502316
2021-01-06,293.510420377627,389.391921980762
2021-01-07,292.688813680086,393.253473459209
2021-01-08,291.867206982544,390.295689348058
2021-01-09,291.045600285002,387.337905236908
2021-01-10,290.22399358746,384.955245814036
2021-01-11,289.402386889918,382.572586391165
2021-01-12,288.66294086213,379.614802280014
2021-01-13,287.923494834343,376.657018168864
2021-01-14,287.760304798376,376.254634218294
2021-01-15,287.59711476241,372.018333606155
2021-01-16,287.433924726444,379.440709887592
2021-01-17,287.406390739178,385.124511544548
2021-01-18,287.378856751913,388.77276485723
2021-01-19,287.351322764647,386.914220716807
2021-01-20,286.910778968399,385.055676576384
2021-01-21,286.47023517215,383.13793436334
2021-01-22,286.029691375902,381.220192150295
2021-01-23,286.002157388636,376.098870518907
2021-01-24,285.974623401371,365.988390395004
2021-01-25,285.947089414105,355.250135361447
2021-01-26,285.286273719733,353.598096125515
2021-01-27,284.62545802536,351.946056889583
2021-01-28,312.557166440562,340.54232523169
2021-01-29,310.989032542783,337.647308805021
2021-01-30,309.420898645004,337.406057436132
2021-01-31,307.852764747225,337.164806067243
2021-02-01,306.284630849447,334.028538271686
2021-02-02,305.500563900557,327.99725404946
2021-02-03,304.716496951668,322.93097530279
2021-02-04,303.932430002779,320.5184616139
2021-02-05,303.148363053889,317.86469655612
2021-02-06,301.218352102777,312.557166440562
2021-02-07,299.288341151665,307.732139062781
2021-02-08,297.358330200552,306.405256533891
2021-02-09,295.42831924944,305.078374005002
2021-02-10,294.463313773884,305.56087674278
2021-02-11,293.498308298328,307.129010640558
2021-02-12,292.533302822772,308.697144538337
2021-02-13,290.965168924993,312.315915071673
2021-02-14,289.397035027214,312.798417809451
2021-02-15,287.828901129436,313.642797600562
2021-02-16,286.260767231657,314.487177391674
2021-02-17,285.657638809434,316.658439711675
2021-02-18,285.054510387212,316.77906539612
