2022/01/13, 100.65690111830861
2022/01/19, 95.21835435809783
2022/01/26, 106.77719008524855
2022/02/01, 99.10904680124122
2022/02/06, 105.09401941669569
2022/02/11, 101.9243862075059
2022/02/15, 105.58063026330944
2022/02/19, 102.36269121400733
2022/02/27, 99.56348065212285
2022/03/05, 109.3184144613889
2022/03/10, 105.07224856784592
2022/03/16, 108.99521952375699
2022/03/21, 109.65965958344646
2022/03/27, 117.8773822582981
2022/04/01, 110.00062472021875
2022/04/04, 97.10744377316632
2022/04/11, 107.92523062100088
2022/04/15, 103.61080390277539
2022/04/19, 89.68514096003355
2022/04/25, 94.03751340789574
2022/04/30, 100.86189394736641
2022/05/05, 97.35798349163883
2022/05/09, 84.31789239701902
2022/05/13, 90.70357236681457
2022/05/18, 101.74027855623854
2022/05/24, 93.15077837210868
2022/05/29, 97.70876571618817
2022/06/05, 103.30161251351115
2022/06/09, 95.69547911019174
2022/06/13, 91.093247692001
2022/06/20, 107.46454371118637
2022/06/25, 105.86259057548455
2022/07/01, 103.50517304131904
2022/07/06, 111.37558120943174
2022/07/12, 111.93763456023487
2022/07/17, 108.13014110512586
2022/07/21, 113.75208752538572
2022/07/24, 95.599765638814
2022/07/28, 88.98679100681477
2022/08/03, 92.49875072225223
2022/08/08, 93.56997930419129
2022/08/14, 100.22002190555486
2022/08/19, 90.48229832485902
2022/08/25, 83.70831969198241
2022/08/30, 86.69726559309868
2022/09/05, 84.45607335100453
2022/09/10, 92.15214358101014
2022/09/16, 93.74638597727039
2022/09/21, 96.7934445244224
2022/09/27, 107.91816087053269
2022/10/02, 114.16141494964654
2022/10/08, 115.11641823951436
2022/10/13, 119.50006764548698
2022/10/19, 116.85208688114301
2022/10/24, 111.58903704519389
2022/10/30, 107.13956425374408
2022/11/04, 111.1745377835025
2022/11/10, 113.6404698702977
2022/11/15, 111.68984085838201
2022/11/21, 118.66047951371536
2022/11/26, 125.28048929128761
2022/12/02, 126.90241512281125
2022/12/05, 143.71409331068537
2022/12/08, 157.1313115895366
2022/12/13, 159.63427837233644
2022/12/17, 182.12308813400261
2022/12/21, 176.68828101008774
2022/12/24, 157.90467211982434
2022/12/29, 156.58007328619
2023/01/02, 138.61931625803857
2023/01/04, 125.26046017542092
2022/07/09, 119.72639011474041
2022/06/16, 98.90654113955168
